Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-03-16 00:00:00-04:00,100.27714418947184,100.77427970012236,99.99989694196843,100.33450317382812,7900,0.0,0.0
2026-03-17 00:00:00-04:00,101.8259057376633,102.17007424277959,101.08020974120102,101.63469696044922,6400,0.0,0.0
2026-03-18 00:00:00-04:00,98.95784366089468,100.38231446192815,98.95784366089468,99.4262924194336,4900,0.0,0.0
2026-03-19 00:00:00-04:00,97.22742859419391,101.10888263895738,95.90812093988627,100.64042663574219,6500,0.0,0.0
2026-03-20 00:00:00-04:00,103.28861945418988,104.4836469738461,98.62323464324493,98.6327896118164,9600,0.0,0.0
2026-03-23 00:00:00-04:00,100.57351155549195,101.45305733947114,100.57351155549195,100.72647857666016,8400,0.0,0.0
2026-03-24 00:00:00-04:00,100.28671314628302,100.86032490974468,99.58881384992732,100.65956115722656,6100,0.0,0.0
2026-03-25 00:00:00-04:00,101.8545864627478,101.8545864627478,101.06108643891706,101.44349670410156,5300,0.0,0.0
2026-03-26 00:00:00-04:00,101.49130613867494,101.49130613867494,100.57351853570546,100.88900756835938,4200,0.0,0.0
2026-03-27 00:00:00-04:00,99.48364963961545,99.49321190215385,98.890920651881,99.37848663330078,6600,0.0,0.0
2026-03-30 00:00:00-04:00,99.51232665181008,103.7953084285526,95.65955915213631,103.4033432006836,6600,0.0,0.0
2026-03-31 00:00:00-04:00,104.5314404718644,106.2331657341798,104.27331774488823,104.56012725830078,5800,0.0,0.0
2026-04-01 00:00:00-04:00,106.88326198037132,107.45687371871465,106.88326198037132,107.17962646484375,5300,0.0,0.0
2026-04-02 00:00:00-04:00,105.42054529638827,106.08020282648089,105.42054529638827,106.07064056396484,4200,0.0,0.0
2026-04-06 00:00:00-04:00,106.65381374422748,106.6920555001222,104.72265248169325,105.9941635131836,6400,0.0,0.0
2026-04-07 00:00:00-04:00,104.84693309688454,106.92149912805455,104.84693309688454,106.90238189697266,5000,0.0,0.0
2026-04-08 00:00:00-04:00,107.81059621622926,107.81059621622926,106.93105773911313,107.7723617553711,3600,0.0,0.0
2026-04-09 00:00:00-04:00,107.92532554926818,108.24081456725906,107.73412406229326,107.81060028076172,2600,0.0,0.0
2026-04-10 00:00:00-04:00,110.11461038764135,111.6155645832155,108.79530269973101,109.09166717529297,2500,0.0,0.0
2026-04-13 00:00:00-04:00,110.17197663415119,110.17197663415119,107.16050578253832,108.45114135742188,2700,0.0,0.0
2026-04-14 00:00:00-04:00,109.56967698022464,110.29625570919754,109.01518249511719,109.01518249511719,2500,0.0,0.0
2026-04-15 00:00:00-04:00,108.52762073832523,108.68058776855469,107.69588621652821,108.68058776855469,2500,0.0,0.0
2026-04-16 00:00:00-04:00,107.418628657472,107.61939239501953,107.10313965823926,107.61939239501953,2300,0.0,0.0
2026-04-17 00:00:00-04:00,109.4549598367005,110.99415588378906,109.4549598367005,110.99415588378906,2000,0.0,0.0
2026-04-20 00:00:00-04:00,109.36892576272979,109.56012725830078,108.98651547771827,109.56012725830078,4200,0.0,0.0
2026-04-21 00:00:00-04:00,108.81441975791421,111.12799116254472,107.58115054787511,108.1547622680664,5000,0.0,0.0
2026-04-22 00:00:00-04:00,108.52760938812943,108.52760938812943,108.04004344147063,108.21212768554688,3900,0.0,0.0
2026-04-23 00:00:00-04:00,112.15093958695972,112.15093958695972,107.85840280710275,108.03048706054688,3500,0.0,0.0
2026-04-24 00:00:00-04:00,111.63468346738651,111.63468346738651,107.50466880287428,109.9425277709961,3200,0.0,0.0
2026-04-27 00:00:00-04:00,106.61556974982611,106.91194152832031,106.1184415213707,106.91194152832031,2900,0.0,0.0
2026-04-28 00:00:00-04:00,106.4626152639361,106.892822265625,106.13756397658969,106.892822265625,2300,0.0,0.0
2026-04-29 00:00:00-04:00,107.54291201755164,109.22551276856737,104.77044677734375,104.77044677734375,2100,0.0,0.0
2026-04-30 00:00:00-04:00,109.12991318631255,110.21977768707279,104.88517315564484,109.79912567138672,15300,0.0,0.0
2026-05-01 00:00:00-04:00,110.79338137230603,110.79338137230603,109.93296017274163,110.49701690673828,2000,0.0,0.0
2026-05-04 00:00:00-04:00,109.92341004217916,110.0572525353491,109.2733148065528,109.43583679199219,3300,0.0,0.0
2026-05-05 00:00:00-04:00,109.31154579032328,109.31154579032328,108.9386978149414,108.9386978149414,2100,0.0,0.0
2026-05-06 00:00:00-04:00,111.27140171100204,111.71117096251389,110.94635772705078,110.94635772705078,4900,0.0,0.0
2026-05-07 00:00:00-04:00,112.32303070827331,112.32303070827331,111.94062042236328,111.94062042236328,1400,0.0,0.0
2026-05-08 00:00:00-04:00,111.37656932466544,111.73030011054536,111.01328356982862,111.22360229492188,2700,0.0,0.0
2026-05-11 00:00:00-04:00,112.58115147518848,112.93487494306834,112.20830348296063,112.69586944580078,3200,0.0,0.0
2026-05-12 00:00:00-04:00,112.55247258053599,112.76279129239897,112.0170953039813,112.66719055175781,2700,0.0,0.0
2026-05-13 00:00:00-04:00,113.70925723773321,114.51231220413119,113.2216839830665,113.79529571533203,3600,0.0,0.0
2026-05-14 00:00:00-04:00,122.8766065290407,122.8766065290407,113.44897725380139,113.82415771484375,2900,0.74,0.0
2026-05-15 00:00:00-04:00,113.1892437474838,113.1892437474838,112.58317733559116,112.62165832519531,5100,0.0,0.0
2026-05-18 00:00:00-04:00,113.37201679609694,113.37201679609694,109.96652635528463,111.3133316040039,2500,0.0,0.0
2026-05-19 00:00:00-04:00,114.90160461872969,115.03628440931442,112.85253417433692,114.7476806640625,1900,0.0,0.0
2026-05-20 00:00:00-04:00,111.38067061723875,116.02714538574219,111.38067061723875,116.02714538574219,2000,0.0,0.0
2026-05-21 00:00:00-04:00,114.65148402502423,114.65148402502423,112.37153494511797,114.3917465209961,1900,0.0,0.0
2026-05-22 00:00:00-04:00,116.13296895037699,117.97039031982422,116.13296895037699,117.97039031982422,1600,0.0,0.0
2026-05-26 00:00:00-04:00,116.45042909207277,117.92229204017437,115.09400177001953,115.09400177001953,1300,0.0,0.0
2026-05-27 00:00:00-04:00,117.12382769755068,117.12382769755068,116.68130734017238,116.96028900146484,4600,0.0,0.0
2026-05-28 00:00:00-04:00,113.40087644360909,116.06562805175781,111.56345509002657,116.06562805175781,2400,0.0,0.0
2026-05-29 00:00:00-04:00,115.55577061382157,117.94153327501095,113.14114170554257,115.5076675415039,2200,0.0,0.0
2026-06-01 00:00:00-04:00,115.87322200037104,117.73950958251953,113.87226196720461,117.73950958251953,2000,0.0,0.0
2026-06-02 00:00:00-04:00,117.47015308655628,117.76837158203125,116.22916869321128,117.76837158203125,2200,0.0,0.0
2026-06-03 00:00:00-04:00,115.12285614013672,116.79674604685987,115.12285614013672,115.12285614013672,1700,0.0,0.0
2026-06-04 00:00:00-04:00,114.36287933350823,116.30612891461452,112.65051568685894,115.13248443603516,4700,0.0,0.0
