Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-11-24 00:00:00-05:00,460.5557779965135,462.6611709896027,457.83466029496003,461.24102783203125,6206800,0.0,0.0,0.0
2025-11-25 00:00:00-05:00,462.37319658317904,468.64967339319446,460.2578929097021,467.93463134765625,7203600,0.0,0.0,0.0
2025-11-26 00:00:00-05:00,468.9476089481461,472.5128782307913,468.6794492482826,471.0827941894531,5689100,0.0,0.0,0.0
2025-11-28 00:00:00-05:00,471.5495801133697,474.3203415535487,471.5495801133697,473.893310546875,2281800,0.0,0.0,0.0
2025-12-01 00:00:00-05:00,471.0728696086534,473.664908388205,469.6924593158473,470.0599060058594,4413900,0.0,0.0,0.0
2025-12-02 00:00:00-05:00,470.94375569202765,473.1782582740076,469.8612669669764,471.9865417480469,5233500,0.0,0.0,0.0
2025-12-03 00:00:00-05:00,471.5594696610427,476.872626184853,471.40059837378533,476.1079406738281,5994200,0.0,0.0,0.0
2025-12-04 00:00:00-05:00,476.40590082970897,477.9154509474111,474.2111310964606,475.77032470703125,4003800,0.0,0.0,0.0
2025-12-05 00:00:00-05:00,476.1774027604156,478.61050923193363,475.9887090359768,476.7236022949219,4596600,0.0,0.0,0.0
2025-12-08 00:00:00-05:00,477.18047683857725,477.21026899262915,473.5556233278252,474.8565979003906,4427600,0.0,0.0,0.0
2025-12-09 00:00:00-05:00,474.7771483266382,476.9719177637358,472.8107752947765,473.1385192871094,4266900,0.0,0.0,0.0
2025-12-10 00:00:00-05:00,472.8505595666242,479.42495807835184,472.0858437064708,478.03460693359375,5476200,0.0,0.0,0.0
2025-12-11 00:00:00-05:00,478.8787445228162,485.0161710238916,478.6403769710846,484.5096740722656,6972300,0.0,0.0,0.0
2025-12-12 00:00:00-05:00,485.33399041624057,486.2873697328369,480.83519293471835,482.05670166015625,7089900,0.0,0.0,0.0
2025-12-15 00:00:00-05:00,484.2216514096953,484.3706424912198,480.37831189987264,481.8282775878906,4891300,0.0,0.0,0.0
2025-12-16 00:00:00-05:00,481.12311608381304,482.1361098996024,477.02155794958605,478.66021728515625,5373200,0.0,0.0,0.0
2025-12-17 00:00:00-05:00,479.48448608094265,481.45085909520265,476.1873463910281,476.4952087402344,6381600,0.0,0.0,0.0
2025-12-18 00:00:00-05:00,478.8588895320919,481.29202683065233,476.10797932583847,477.2004089355469,6422800,0.0,0.0,0.0
2025-12-19 00:00:00-05:00,478.3488789618087,480.5185703254621,478.1597743557372,478.8763732910156,6439100,1.044,0.0,0.0
2025-12-22 00:00:00-05:00,479.58306096854693,482.14092428305554,479.58306096854693,481.1755065917969,4162000,0.0,0.0,0.0
2025-12-23 00:00:00-05:00,479.90150232935525,482.82761210146174,479.90150232935525,481.94183349609375,3677800,0.0,0.0,0.0
2025-12-24 00:00:00-05:00,481.90199761558557,485.2660305298647,481.3048267975022,484.70867919921875,1544000,0.0,0.0,0.0
2025-12-26 00:00:00-05:00,484.53953307175243,485.315846125651,483.4347927299394,484.7286376953125,2711500,0.0,0.0,0.0
2025-12-29 00:00:00-05:00,483.59404625303864,484.60921552876897,481.46414378194663,482.3001708984375,3390100,0.0,0.0,0.0
2025-12-30 00:00:00-05:00,482.3299717107826,482.37975366479645,480.5384895804334,481.3048400878906,3042700,0.0,0.0,0.0
2025-12-31 00:00:00-05:00,481.36459649129887,481.52384408608924,478.09013426517464,478.2991638183594,3441900,0.0,0.0,0.0
2026-01-02 00:00:00-05:00,479.5731083379338,481.66319123060737,476.11950399992423,481.3446960449219,7021100,0.0,0.0,0.0
2026-01-05 00:00:00-05:00,482.1210305588083,489.7149815289791,481.9617829588699,487.4556884765625,7574400,0.0,0.0,0.0
2026-01-06 00:00:00-05:00,487.0177173250694,492.7803658898821,486.6494705747397,492.27276611328125,6061400,0.0,0.0,0.0
2026-01-07 00:00:00-05:00,493.3078598972477,493.9050307446106,487.18692705186277,487.6447448730469,5603700,0.0,0.0,0.0
2026-01-08 00:00:00-05:00,485.50490879107326,491.18791835313647,485.50490879107326,490.2026062011719,6544800,0.0,0.0,0.0
2026-01-09 00:00:00-05:00,490.53105027541426,493.357657014912,489.58555758028814,492.68084716796875,6004600,0.0,0.0,0.0
2026-01-12 00:00:00-05:00,490.00359410457725,493.9946554884897,487.7343689367425,493.5567321777344,5722400,0.0,0.0,0.0
2026-01-13 00:00:00-05:00,493.20834441511903,493.61641066953206,488.3116101089069,489.61541748046875,5966400,0.0,0.0,0.0
2026-01-14 00:00:00-05:00,488.34147490524504,489.61542527228823,486.2414295501743,489.2571105957031,6767800,0.0,0.0,0.0
2026-01-15 00:00:00-05:00,490.0433872571248,493.48702913080075,489.88413966419427,492.1434326171875,8519900,0.0,0.0,0.0
2026-01-16 00:00:00-05:00,492.341568951807,493.8350216382129,490.1212916863094,491.26629638671875,5845500,0.179,0.0,0.0
2026-01-20 00:00:00-05:00,484.04792758507335,486.92529721022436,482.1362948332346,482.7635498046875,7416300,0.0,0.0,0.0
2026-01-21 00:00:00-05:00,483.5500716982391,490.7584594926968,483.44053604658245,488.65765380859375,6718600,0.0,0.0,0.0
2026-01-22 00:00:00-05:00,491.31605427735076,493.84497594033877,490.3104531028094,491.53509521484375,5087200,0.0,0.0,0.0
2026-01-23 00:00:00-05:00,489.6732085839415,489.9818530004134,487.4230637812005,488.7870788574219,4915700,0.0,0.0,0.0
2026-01-26 00:00:00-05:00,489.76286352172934,492.69003313353716,489.3247816489165,491.9034729003906,3722800,0.0,0.0,0.0
2026-01-27 00:00:00-05:00,488.54815336541344,489.44421881198855,486.4274458984183,487.9208984375,5971400,0.0,0.0,0.0
2026-01-28 00:00:00-05:00,488.13997029001285,489.24514103883564,486.7958568427945,487.9906311035156,4726500,0.0,0.0,0.0
2026-01-29 00:00:00-05:00,487.9407835367996,490.7982814868648,483.7691008737117,488.0702209472656,9706500,0.0,0.0,0.0
2026-01-30 00:00:00-05:00,486.97502317354076,488.3390686545562,482.444896050236,486.8953857421875,8112100,0.0,0.0,0.0
2026-02-02 00:00:00-05:00,486.7361155446563,492.6501903365911,484.8543810477886,491.87359619140625,5584500,0.0,0.0,0.0
2026-02-03 00:00:00-05:00,490.9874964240255,494.3527174611926,486.1486941502503,490.1611022949219,8799100,0.0,0.0,0.0
2026-02-04 00:00:00-05:00,491.7640903571855,494.3328154854488,488.96632783858087,492.5904541015625,8797100,0.0,0.0,0.0
2026-02-05 00:00:00-05:00,490.360232227732,491.2861655395914,486.0989153940921,486.77593994140625,7767500,0.0,0.0,0.0
2026-02-06 00:00:00-05:00,490.2208145771682,499.4802385814554,489.9818718931042,498.843017578125,10635300,0.0,0.0,0.0
2026-02-09 00:00:00-05:00,497.9270253504706,499.96809541342293,496.13489443192867,499.0321960449219,6414800,0.0,0.0,0.0
2026-02-10 00:00:00-05:00,500.14731037100245,503.0943816290567,499.07203787967546,499.709228515625,8163100,0.0,0.0,0.0
2026-02-11 00:00:00-05:00,502.00915753818634,502.9151891113685,496.9513446771424,499.1417236328125,5743800,0.0,0.0,0.0
2026-02-12 00:00:00-05:00,500.93386723238933,502.33771629807325,492.1623248785156,492.51080322265625,9160300,0.0,0.0,0.0
2026-02-13 00:00:00-05:00,492.8791908524334,495.60722120624627,489.0559558507636,493.1181335449219,8378100,0.0,0.0,0.0
2026-02-17 00:00:00-05:00,493.1678887632795,495.3981319041629,489.96194273360646,493.6856384277344,6779400,0.0,0.0,0.0
2026-02-18 00:00:00-05:00,494.611586511671,497.16040984802396,492.49087896113707,494.83062744140625,4454300,0.0,0.0,0.0
2026-02-19 00:00:00-05:00,493.3968879294292,494.3228212054971,490.2606436942631,492.2220458984375,4625400,0.0,0.0,0.0
2026-02-20 00:00:00-05:00,490.99889972635094,495.4449363106715,489.8525040466701,494.5278015136719,6086800,0.613,0.0,0.0
2026-02-23 00:00:00-05:00,492.95274628180954,495.4349455219512,485.625737800685,486.4830627441406,8269200,0.0,0.0,0.0
2026-02-24 00:00:00-05:00,486.86192584106493,491.3079627458471,485.92486450649244,490.25128173828125,5335000,0.0,0.0,0.0
2026-02-25 00:00:00-05:00,492.08551044897916,493.5808171733925,490.36091240820224,493.27178955078125,4446200,0.0,0.0,0.0
2026-02-26 00:00:00-05:00,495.4449643836184,496.651169963831,490.69984794740964,493.3116455078125,6467000,0.0,0.0,0.0
2026-02-27 00:00:00-05:00,488.0979942542532,489.41387138785797,485.23697910761405,488.1278991699219,7198400,0.0,0.0,0.0
2026-03-02 00:00:00-05:00,482.82456142425787,489.44380035707957,482.6351534750174,487.6494140625,7218500,0.0,0.0,0.0
2026-03-03 00:00:00-05:00,478.657639899742,485.86502903830154,475.2383792646596,484.0008544921875,11570700,0.0,0.0,0.0
2026-03-04 00:00:00-05:00,485.03759711533286,487.4998699346628,482.43577816231533,486.2138977050781,7590700,0.0,0.0,0.0
2026-03-05 00:00:00-05:00,482.3062117315538,483.9709695316878,474.6601965518183,478.3386535644531,8758600,0.0,0.0,0.0
2026-03-06 00:00:00-05:00,472.2377873860373,474.73994362808264,468.9879778052543,473.7430725097656,8206100,0.0,0.0,0.0
2026-03-09 00:00:00-04:00,469.40666793247834,477.8800722733975,465.2197971481287,476.384765625,10305600,0.0,0.0,0.0
2026-03-10 00:00:00-04:00,476.24517520451616,481.35912866069737,473.5237366537955,476.205322265625,6265600,0.0,0.0,0.0
2026-03-11 00:00:00-04:00,475.90629455727236,476.27513202580235,470.98174850144795,473.32440185546875,6701700,0.0,0.0,0.0
2026-03-12 00:00:00-04:00,468.86834015321614,470.00478778710874,465.9475151898896,466.0173034667969,8000200,0.0,0.0,0.0
2026-03-13 00:00:00-04:00,468.46960683982485,470.62285206496847,464.32261941607686,464.9506530761719,7471700,0.0,0.0,0.0
2026-03-16 00:00:00-04:00,468.5991998131718,471.2209756431295,467.5126139774954,468.8284606933594,7059900,0.0,0.0,0.0
2026-03-17 00:00:00-04:00,471.8988565589079,473.6433810222564,469.157460973646,469.4266052246094,6189400,0.0,0.0,0.0
2026-03-18 00:00:00-04:00,467.3032660018572,468.2802106556573,461.31209123163575,461.55133056640625,7090700,0.0,0.0,0.0
2026-03-19 00:00:00-04:00,458.53081524114924,461.9201710013782,456.72648092820725,459.6174011230469,7882800,0.0,0.0,0.0
2026-03-20 00:00:00-04:00,458.2826920755358,460.12089418776424,453.0977505330974,455.4454650878906,10543300,0.994,0.0,0.0
2026-03-23 00:00:00-04:00,462.84822094365734,466.58459477690553,460.47056730699785,461.51953125,9978100,0.0,0.0,0.0
2026-03-24 00:00:00-04:00,457.97301837724655,463.4876249737124,456.993962977602,460.7203369140625,8188000,0.0,0.0,0.0
2026-03-25 00:00:00-04:00,465.27588492212334,466.78439181297443,461.34969383303667,463.68743896484375,7019700,0.0,0.0,0.0
2026-03-26 00:00:00-04:00,461.08998873680724,464.9761799789035,458.4925177423312,458.8621520996094,8284000,0.0,0.0,0.0
2026-03-27 00:00:00-04:00,456.9140398638465,457.0539179920315,450.0507432848373,450.94989013671875,6938500,0.0,0.0,0.0
2026-03-30 00:00:00-04:00,455.1557584038671,455.67524038522976,450.000786172237,451.61920166015625,9181600,0.0,0.0,0.0
2026-03-31 00:00:00-04:00,456.3645585944832,463.3677328453316,454.2266611787123,462.73834228515625,11656300,0.0,0.0,0.0
2026-04-01 00:00:00-04:00,465.5456050210685,467.4437462401139,464.0470676658505,465.026123046875,7790300,0.0,0.0,0.0
2026-04-02 00:00:00-04:00,459.71132074934053,467.0641296847886,458.43257004370514,464.6065368652344,3955900,0.0,0.0,0.0
2026-04-06 00:00:00-04:00,463.7074094525046,466.5646060829376,463.00807981499474,466.3148498535156,2905300,0.0,0.0,0.0
2026-04-07 00:00:00-04:00,465.29587261027086,465.85532414582747,461.65940714133063,465.4257507324219,3943200,0.0,0.0,0.0
2026-04-08 00:00:00-04:00,478.4130537857244,479.7317739840203,475.09628376739977,478.6927795410156,4697500,0.0,0.0,0.0
2026-04-09 00:00:00-04:00,477.0244110814947,482.7987740422606,476.5448986202519,481.43011474609375,4213700,0.0,0.0,0.0
2026-04-10 00:00:00-04:00,481.72981998246274,481.9296066701882,478.1632937649279,478.7826843261719,2659000,0.0,0.0,0.0
2026-04-13 00:00:00-04:00,475.63576264333864,481.80972922975445,474.6866767899065,481.6598815917969,3768700,0.0,0.0,0.0
2026-04-14 00:00:00-04:00,481.93961820509395,485.49614450259054,481.39013620310703,485.0166015625,4217900,0.0,0.0,0.0
2026-04-15 00:00:00-04:00,486.0356386872354,486.60505973858426,482.38917322567687,484.24737548828125,3474500,0.0,0.0,0.0
2026-04-16 00:00:00-04:00,485.3462807917258,486.30533615233196,482.87868808671965,485.1564636230469,4111500,0.0,0.0,0.0
2026-04-17 00:00:00-04:00,490.39960047530394,496.7660850270616,490.08974325857963,493.9476318359375,10238700,0.206,0.0,0.0
2026-04-20 00:00:00-04:00,493.1780667501753,494.5073203529464,492.0386803757204,494.05755615234375,3764000,0.0,0.0,0.0
2026-04-21 00:00:00-04:00,496.9659673649878,498.1053537653133,490.04979797267083,491.0892028808594,4322200,0.0,0.0,0.0
2026-04-22 00:00:00-04:00,495.0470241350738,495.86657953283856,492.95817964620437,494.4873352050781,4022400,0.0,0.0,0.0
2026-04-23 00:00:00-04:00,492.27853780185035,494.8571330144563,488.24078625309113,492.7283020019531,4077300,0.0,0.0,0.0
2026-04-24 00:00:00-04:00,492.7782540954392,493.2180140391408,490.49951188751237,491.938720703125,3372300,0.0,0.0,0.0
2026-04-27 00:00:00-04:00,491.3290757213456,493.27798273773567,490.01980012803824,491.5589294433594,2132100,0.0,0.0,0.0
2026-04-28 00:00:00-04:00,493.18805427052786,493.5478717412096,490.4995342424946,491.1492004394531,3057100,0.0,0.0,0.0
2026-04-29 00:00:00-04:00,490.6794380187099,491.21911845136407,486.7316027570299,488.40069580078125,3322300,0.0,0.0,0.0
2026-04-30 00:00:00-04:00,490.709423650995,497.3057618794697,490.1197524700015,496.37628173828125,5352300,0.0,0.0,0.0
2026-05-01 00:00:00-04:00,498.56509456955996,499.65449023003305,494.6372676422031,494.7471923828125,4402600,0.0,0.0,0.0
2026-05-04 00:00:00-04:00,493.22802268085167,494.05755183159175,488.7305027171965,489.2901916503906,3310400,0.0,0.0,0.0
2026-05-05 00:00:00-04:00,491.6189368261728,493.3179816652721,489.7599460013229,492.6883239746094,3386200,0.0,0.0,0.0
2026-05-06 00:00:00-04:00,496.7061273280462,499.8043945300743,496.62615433529453,498.77496337890625,4317300,0.0,0.0,0.0
2026-05-07 00:00:00-04:00,500.23418989303,500.9238120895226,494.49733233813913,495.63671875,4490500,0.0,0.0,0.0
2026-05-08 00:00:00-04:00,498.20530896415636,498.2752472080264,494.6572469952624,495.8565979003906,3495200,0.0,0.0,0.0
2026-05-11 00:00:00-04:00,495.5267534311228,497.5656377314972,494.48734853354836,496.8360290527344,4249100,0.0,0.0,0.0
2026-05-12 00:00:00-04:00,496.23638673129904,498.13533355504586,492.91820903883024,497.6156311035156,7445700,0.0,0.0,0.0
2026-05-13 00:00:00-04:00,495.88655695529457,497.3357395220554,494.36740564717553,496.86602783203125,3256800,0.0,0.0,0.0
2026-05-14 00:00:00-04:00,501.1136884961716,501.883253153364,498.57507980120175,500.52398681640625,4920500,0.0,0.0,0.0
2026-05-15 00:00:00-04:00,497.32000732421875,497.739990234375,495.0799865722656,495.3699951171875,5300700,0.276,0.0,0.0
2026-05-18 00:00:00-04:00,495.6499938964844,497.6400146484375,493.6000061035156,497.010009765625,5496200,0.0,0.0,0.0
2026-05-19 00:00:00-04:00,494.8299865722656,496.3399963378906,492.5799865722656,493.9800109863281,5361300,0.0,0.0,0.0
2026-05-20 00:00:00-04:00,495.8699951171875,500.92999267578125,492.489990234375,500.239990234375,6516100,0.0,0.0,0.0
2026-05-21 00:00:00-04:00,498.7799987792969,504.04998779296875,497.2099914550781,503.1099853515625,6576000,0.0,0.0,0.0
2026-05-22 00:00:00-04:00,507.010009765625,508.739990234375,505.69000244140625,506.1199951171875,5172200,0.0,0.0,0.0
