Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2026-03-09 00:00:00-04:00,,,,,0,1.168413,0.0
2026-03-10 00:00:00-04:00,288.5782165527344,295.7872677548428,287.72725463122094,291.652886178685,1890415,0.0,0.0
2026-03-11 00:00:00-04:00,290.1195983886719,290.65746570500824,285.7122848369543,288.8271176083443,1271901,0.0,0.0
2026-03-12 00:00:00-04:00,283.488525390625,288.69864147449147,282.8061809624991,285.5436763937705,1952217,0.0,0.0
2026-03-13 00:00:00-04:00,282.3244934082031,286.2742043570538,279.99641076263043,284.74892455656163,2116401,0.0,0.0
2026-03-16 00:00:00-04:00,282.86236572265625,287.0127698560069,282.830259688968,285.23058095189845,1527919,0.0,0.0
2026-03-17 00:00:00-04:00,284.716796875,287.109122063807,281.3852485749328,287.109122063807,1847725,0.0,0.0
2026-03-18 00:00:00-04:00,280.76708984375,285.78450904078574,280.0205029263638,284.70877446223227,1518860,0.0,0.0
2026-03-19 00:00:00-04:00,285.880859375,286.3304046686563,276.279513193067,277.411433339342,6018726,0.0,0.0
2026-03-20 00:00:00-04:00,288.0804748535156,307.61231401657653,286.2260473931987,305.71772361113256,8647164,0.0,0.0
2026-03-23 00:00:00-04:00,285.6159362792969,296.92723334208466,285.43129616785103,293.0176545621043,3128189,0.0,0.0
2026-03-24 00:00:00-04:00,288.9715881347656,289.2445502429092,281.7384875137155,283.43235451427273,2609203,0.0,0.0
2026-03-25 00:00:00-04:00,287.0127868652344,290.6093013237207,283.1915301576114,289.92692645364156,2761970,0.0,0.0
2026-03-26 00:00:00-04:00,280.61456298828125,285.2627021004075,280.4620289167389,285.206516538476,1972570,0.0,0.0
2026-03-27 00:00:00-04:00,276.135009765625,280.18106948629224,274.6899949518386,279.86797483572053,1980884,0.0,0.0
2026-03-30 00:00:00-04:00,274.36083984375,279.2899674173385,273.95142709853064,279.26588789155403,1600021,0.0,0.0
2026-03-31 00:00:00-04:00,285.9370422363281,286.482936032581,276.464150686348,277.87705943040055,2498133,0.0,0.0
2026-04-01 00:00:00-04:00,288.44976806640625,293.76422892883085,287.237582832108,288.11259389413715,2365718,0.0,0.0
2026-04-02 00:00:00-04:00,290.312255859375,292.6644181801521,283.7855792841938,284.18696553067343,1759986,0.0,0.0
2026-04-06 00:00:00-04:00,288.07244873046875,289.71818697621774,286.3705553297244,288.3694903462265,1583392,0.0,0.0
2026-04-07 00:00:00-04:00,286.5953369140625,289.13213927939915,284.8773600395483,287.3338973188991,1296845,0.0,0.0
2026-04-08 00:00:00-04:00,299.78515625,299.8092357770692,292.21488129663805,292.21488129663805,2327620,0.0,0.0
2026-04-09 00:00:00-04:00,302.6510925292969,305.17184189499625,298.4123662771156,299.3355971930344,2003346,0.0,0.0
2026-04-10 00:00:00-04:00,300.30694580078125,304.0800432030149,299.4720369139653,303.1006571656892,1413995,0.0,0.0
2026-04-13 00:00:00-04:00,298.5488586425781,300.20259311905806,295.7310675429852,297.2483513671672,1521838,0.0,0.0
2026-04-14 00:00:00-04:00,297.1439514160156,298.37222000774295,290.72165026395464,291.37191904882224,2707117,0.0,0.0
2026-04-15 00:00:00-04:00,292.95343017578125,297.03159587769903,289.5014233632733,295.3376985062699,2050753,0.0,0.0
2026-04-16 00:00:00-04:00,305.76593017578125,305.7739566845677,291.6609219625972,292.6002059112662,2042562,0.0,0.0
