Date,Close,Dividends,High,Low,Open,Volume,Stock Splits
2025-12-23 00:00:00-05:00,,,,,,0,3.0
2025-12-24 00:00:00-05:00,295.2098693847656,0.0,298.76036402761207,290.2232161856987,297.423944622596,124000,0.0
2025-12-26 00:00:00-05:00,286.7724609375,0.0,293.33488316115216,282.24457130679104,293.33488316115216,292600,0.0
2025-12-29 00:00:00-05:00,293.7437744140625,0.0,295.1300785291446,288.7272028157447,289.2258681055819,289300,0.0
2025-12-30 00:00:00-05:00,291.89874267578125,0.0,297.20454931725413,291.2804025100678,296.17729991121973,255000,0.0
2025-12-31 00:00:00-05:00,286.45330810546875,0.0,292.44727500120234,285.67539142244453,290.9113772909848,297900,0.0
2026-01-02 00:00:00-05:00,297.1745910644531,0.0,297.4737780609112,280.20003572553134,285.2365429279607,388900,0.0
2026-01-05 00:00:00-05:00,296.7457580566406,0.0,306.61932500293193,291.74912196376005,306.09074099737023,519900,0.0
2026-01-06 00:00:00-05:00,293.02569580078125,0.0,300.91458435507246,288.0390428918321,296.86542462789487,393600,0.0
2026-01-07 00:00:00-05:00,280.6388854980469,0.0,293.5742347769291,280.59898375003604,293.0157320492409,288200,0.0
2026-01-08 00:00:00-05:00,302.1413269042969,0.0,304.9936779002672,280.2499073744448,280.2499073744448,406700,0.0
2026-01-09 00:00:00-05:00,311.0375061035156,0.0,313.9397419581527,305.16324437992984,306.1805106897147,468300,0.0
2026-01-12 00:00:00-05:00,309.25225830078125,0.0,313.94970732931046,307.77622849549965,311.1671464399946,242200,0.0
2026-01-13 00:00:00-05:00,320.97088623046875,0.0,324.6909402399863,312.76287506019526,314.15913178088755,346000,0.0
2026-01-14 00:00:00-05:00,326.0572814941406,0.0,331.91160716988895,321.89842999069066,322.49680399398267,316300,0.0
2026-01-15 00:00:00-05:00,330.0566101074219,0.0,331.1137781690966,319.6743943143039,324.1723653175437,237500,0.0
2026-01-16 00:00:00-05:00,336.5791320800781,0.0,337.6163339599841,324.6909382810912,329.906988124763,368600,0.0
2026-01-20 00:00:00-05:00,326.9947814941406,0.0,355.0297607048522,326.71553014141443,353.4838800011665,388400,0.0
2026-01-21 00:00:00-05:00,345.3057861328125,0.0,347.07105034567286,330.41561707705245,330.41561707705245,474200,0.0
2026-01-22 00:00:00-05:00,344.8569641113281,0.0,351.0204597441697,341.4560632070681,343.67013829526826,403400,0.0
2026-01-23 00:00:00-05:00,346.0138854980469,0.0,357.25379055569294,343.60033202137845,348.58698508910135,436000,0.0
2026-01-26 00:00:00-05:00,340.8277587890625,0.0,351.7485413310055,337.5964172965929,350.1029518834003,279900,0.0
2026-01-27 00:00:00-05:00,344.2785339355469,0.0,345.6149532819382,335.4920538191171,340.83773120468226,251700,0.0
2026-01-28 00:00:00-05:00,353.8329772949219,0.0,356.2265648387647,343.5505004230225,350.07305158979074,317700,0.0
2026-01-29 00:00:00-05:00,352.26715087890625,0.0,371.8148377346807,349.3549624208777,362.27037609557226,385400,0.0
2026-01-30 00:00:00-05:00,347.4300842285156,0.0,351.0603823370179,338.8530651453104,348.6767475180647,392600,0.0
2026-02-02 00:00:00-05:00,335.7812805175781,0.0,343.6003492679007,334.6044376391932,339.09242562541186,341800,0.0
2026-02-03 00:00:00-05:00,335.2227783203125,0.0,342.3437338792416,325.80797440584905,334.10577284505695,442500,0.0
2026-02-04 00:00:00-05:00,345.5451354980469,0.0,347.35030145594175,334.1556066113532,334.1556066113532,388300,0.0
2026-02-05 00:00:00-05:00,344.4281311035156,0.0,347.06106807836625,335.39231824190097,345.4852991117053,339000,0.0
2026-02-06 00:00:00-05:00,365.05291748046875,0.0,365.67125758130135,346.75189492435885,349.5244727686857,447900,0.0
2026-02-09 00:00:00-05:00,373.51031494140625,0.0,377.25030491365516,365.0030856353087,366.13004371394203,542100,0.0
2026-02-10 00:00:00-05:00,400.54791259765625,0.0,403.6396435595096,377.5893730340153,377.5893730340153,918800,0.0
2026-02-11 00:00:00-05:00,412.43609619140625,0.0,418.28043877543155,399.181564273432,406.9108762612374,542600,0.0
2026-02-12 00:00:00-05:00,410.30181884765625,0.0,416.884207153086,405.7140918204709,413.2938107650229,458000,0.0
2026-02-13 00:00:00-05:00,431.1559753417969,0.0,434.95580237032334,410.6010069482457,410.6010069482457,584700,0.0
2026-02-17 00:00:00-05:00,425.28173828125,0.0,436.8806678775773,414.78980063264123,431.92393345648344,839000,0.0
2026-02-18 00:00:00-05:00,439.5335693359375,0.0,444.42048329024846,423.91536816310935,428.85216691012545,935800,0.0
2026-02-19 00:00:00-05:00,485.2611999511719,0.0,490.088276657989,428.85218066837865,428.85218066837865,819800,0.0
2026-02-20 00:00:00-05:00,498.5456237792969,0.0,517.4051185878564,478.7186866379309,486.69733141522977,1020700,0.0
2026-02-23 00:00:00-05:00,501.5077209472656,0.0,545.7393411421608,500.83949602319564,512.6179685062682,1206100,0.0
2026-02-24 00:00:00-05:00,530.530029296875,0.0,532.4149987560294,493.19992149413815,502.3554396104221,877200,0.0
2026-02-25 00:00:00-05:00,508.93780517578125,0.0,537.5612062546983,497.5283404040576,533.3425171949301,931100,0.0
2026-02-26 00:00:00-05:00,511.17181396484375,0.0,511.17181396484375,489.68933432807916,503.6519630054582,684600,0.0
2026-02-27 00:00:00-05:00,522.8905029296875,0.0,526.7402457839712,509.62601648615407,514.5628157402258,794900,0.0
2026-03-02 00:00:00-05:00,530.2791748046875,0.6,539.1755444740426,512.4064796018157,537.1785980130276,749600,0.0
2026-03-03 00:00:00-05:00,522.840576171875,0.0,529.5902654658832,510.37961835316446,529.5902654658832,569600,0.0
2026-03-04 00:00:00-05:00,535.29150390625,0.0,540.1840474317372,514.5831775051305,519.4058205868853,492700,0.0
2026-03-05 00:00:00-05:00,522.5110473632812,0.0,543.1594673875472,510.98865723215596,531.9366375216631,445800,0.0
2026-03-06 00:00:00-05:00,524.2284545898438,0.0,534.2830268739997,516.390402789529,523.779129426187,378100,0.0
2026-03-09 00:00:00-04:00,538.9658813476562,0.0,544.167949186328,519.206116654845,527.2538090253162,560100,0.0
2026-03-10 00:00:00-04:00,519.9649658203125,0.0,536.1801624728731,507.6238199788169,531.4873257712148,530300,0.0
2026-03-11 00:00:00-04:00,524.0287475585938,0.0,526.1854230246145,509.22137178204207,517.2091580060742,431200,0.0
2026-03-12 00:00:00-04:00,528.1624145507812,0.0,539.2155217615413,521.872044683562,523.5694615536311,453700,0.0
2026-03-13 00:00:00-04:00,530.319091796875,0.0,541.7915394647358,520.4142544139535,524.1984460184825,392000,0.0
2026-03-16 00:00:00-04:00,526.0856323242188,0.0,531.0680045361773,516.410423229562,530.1893431223115,398500,0.0
2026-03-17 00:00:00-04:00,528.3720703125,0.0,533.1847187195973,517.3189640552201,531.5671969201877,429200,0.0
2026-03-18 00:00:00-04:00,529.270751953125,0.0,538.2769398151443,525.7860898340026,530.2692252682649,397100,0.0
2026-03-19 00:00:00-04:00,531.70703125,0.0,538.8660678823283,519.615473042949,528.0326567497066,426700,0.0
2026-03-20 00:00:00-04:00,518.6170043945312,0.0,542.2010004645307,518.407363998551,532.6456034041454,1470200,0.0
2026-03-23 00:00:00-04:00,527.0640869140625,0.0,533.0250041021793,507.62381087918874,513.4948691283723,415500,0.0
2026-03-24 00:00:00-04:00,534.4428100585938,0.0,544.167929917785,526.2453226064105,528.2522636215934,394600,0.0
2026-03-25 00:00:00-04:00,529.55029296875,0.0,541.0527250644432,529.1908572012533,534.4428365913628,336500,0.0
2026-03-26 00:00:00-04:00,521.482666015625,0.0,537.4781668913706,520.2644968959688,530.5587542136537,335800,0.0
2026-03-27 00:00:00-04:00,510.9687194824219,0.0,525.626300448822,508.55240065037555,522.261450249132,410700,0.0
2026-03-30 00:00:00-04:00,466.6564636230469,0.0,519.2061185338607,464.8791823592128,518.2775456733659,609300,0.0
2026-03-31 00:00:00-04:00,473.8354797363281,0.0,479.2671768449161,465.09883849175935,468.05431088376014,495400,0.0
2026-04-01 00:00:00-04:00,438.52947998046875,0.0,474.1150520957322,438.1101077925592,464.2900786049965,606700,0.0
2026-04-02 00:00:00-04:00,443.561767578125,0.0,455.79306546277815,433.2775048104441,448.43432214141,390100,0.0
2026-04-06 00:00:00-04:00,448.1747131347656,0.0,448.3145140235639,435.91346216605643,441.3451593838872,278700,0.0
2026-04-07 00:00:00-04:00,449.1033020019531,0.0,453.66630170168895,441.6247164667892,445.1992678479404,326300,0.0
2026-04-08 00:00:00-04:00,447.5956115722656,0.0,457.67020355477246,431.41036784362666,435.68383236661356,504900,0.0
2026-04-09 00:00:00-04:00,377.3929443359375,0.0,446.30755869099056,369.84448882731044,446.30755869099056,1633600,0.0
2026-04-10 00:00:00-04:00,409.3440856933594,0.0,417.31191331805167,386.2993361431282,386.6687663758407,1260900,0.0
2026-04-13 00:00:00-04:00,416.1336975097656,0.0,421.5454360890559,404.9907320598619,409.37404438064516,523400,0.0
2026-04-14 00:00:00-04:00,411.5707092285156,0.0,420.15755528972943,407.8963043017453,412.15980482297647,499300,0.0
2026-04-15 00:00:00-04:00,416.66290283203125,0.0,423.33272774492167,405.5698789105928,412.9985228238337,351500,0.0
2026-04-16 00:00:00-04:00,425.61920166015625,0.0,429.34351803029995,417.01236670895327,417.8311221261409,310800,0.0
2026-04-17 00:00:00-04:00,421.934814453125,0.0,426.6076924418433,404.1020967549376,418.9693476686051,469000,0.0
2026-04-20 00:00:00-04:00,434.1561584472656,0.0,435.34434408684353,420.1475795630435,424.3511435353647,317000,0.0
2026-04-21 00:00:00-04:00,437.0517272949219,0.0,444.07099326587235,435.83358866903495,437.11163325431085,300800,0.0
2026-04-22 00:00:00-04:00,438.8290100097656,0.0,448.314506244334,432.0793208331887,445.3290808643803,302900,0.0
2026-04-23 00:00:00-04:00,438.4795227050781,0.0,444.76992247790156,431.6998807892854,440.14698644384947,288000,0.0
