Date,Close,Dividends,High,Low,Open,Volume,Stock Splits
2026-02-10 00:00:00-05:00,,,,,,0,1.272
2026-02-11 00:00:00-05:00,178.2174072265625,0.0,179.5790554317641,168.3997640753852,168.3997640753852,5938600,0.0
2026-02-12 00:00:00-05:00,175.4447784423828,0.0,180.31906923445004,174.28048196632074,178.46407207644748,8302800,0.0
2026-02-13 00:00:00-05:00,173.55032348632812,0.0,177.83258951045732,173.38258662058863,176.10586788242287,3167500,0.0
2026-02-17 00:00:00-05:00,175.0205078125,0.0,176.05652873742739,173.17537219062262,173.8167349671875,2237900,0.0
2026-02-18 00:00:00-05:00,180.25,0.0,180.44735166281382,174.67516180932427,175.0303737242439,2696200,0.0
2026-02-19 00:00:00-05:00,180.04278564453125,0.0,180.60519567669382,178.34566387648334,179.73691167281623,1985100,0.0
2026-02-20 00:00:00-05:00,182.9239501953125,0.0,183.03248758263462,179.17449460833225,179.37183120642229,2740000,0.0
2026-02-23 00:00:00-05:00,181.88790893554688,0.0,183.82184367443816,179.71717630817454,182.2924587361246,3261800,0.0
2026-02-24 00:00:00-05:00,180.06253051757812,0.0,184.85788358829552,179.8947936576831,182.53913717482888,2986900,0.0
2026-02-25 00:00:00-05:00,178.55288696289062,0.0,181.28602973972886,176.9643024893896,180.82228044861992,2506100,0.0
2026-02-26 00:00:00-05:00,174.31007385253906,0.0,179.84545028428374,173.57991190591403,179.42116231146397,3326900,0.0
2026-02-27 00:00:00-05:00,174.13246154785156,0.0,175.64210830699753,171.71505442120596,172.98790329237102,4624900,0.0
2026-03-02 00:00:00-05:00,174.19166564941406,0.0,174.44821677596772,169.94887611494653,171.76439689819765,2124300,0.0
2026-03-03 00:00:00-05:00,171.89266967773438,0.0,172.662292933297,169.28778749218,170.92569477238274,2109600,0.0
2026-03-04 00:00:00-05:00,169.2088623046875,0.0,172.47483060126712,168.57737612398162,172.22815607668173,2137400,0.0
2026-03-05 00:00:00-05:00,167.67945861816406,0.0,167.84719546955466,165.58766369986213,167.2946470047818,2856600,0.0
