Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2026-02-25 00:00:00-05:00,,,,,0,0.063,0.0
2026-02-26 00:00:00-05:00,109.30553436279297,110.68396200405564,109.14571268922909,109.75501948343691,750200,0.0,0.0
2026-02-27 00:00:00-05:00,109.89485931396484,110.37431671252834,108.7062180083789,109.50530351169563,1119400,0.0,0.0
2026-03-02 00:00:00-05:00,112.0624008178711,112.19225021621972,109.18567156827758,109.93481854023972,682400,0.0,0.0
2026-03-03 00:00:00-05:00,111.37318420410156,111.97250026311922,108.57636576772964,111.443104283975,959600,0.0,0.0
2026-03-04 00:00:00-05:00,111.3631820678711,111.67283463629349,109.51528789936846,111.05353712016507,484000,0.0,0.0
2026-03-05 00:00:00-05:00,109.87488555908203,111.05354372718085,109.55524983319337,110.7339080012922,591600,0.0,0.0
2026-03-06 00:00:00-05:00,109.5352783203125,109.75502169481503,107.35775750879074,109.03584701143794,630900,0.0,0.0
2026-03-09 00:00:00-04:00,108.97590637207031,108.99588789134835,107.4176831799197,108.91597705566967,645200,0.0,0.0
2026-03-10 00:00:00-04:00,109.03584289550781,110.0846440321236,108.23674978318621,108.68623489591917,554700,0.0,0.0
2026-03-11 00:00:00-04:00,108.65626525878906,109.87487876991547,108.26670948008031,108.84605157892997,656400,0.0,0.0
2026-03-12 00:00:00-04:00,108.30667114257812,109.39542770978528,107.1879422962124,107.81723060635672,815200,0.0,0.0
2026-03-13 00:00:00-04:00,107.89713287353516,109.61517773578484,107.85718507644181,108.53641193777968,467000,0.0,0.0
2026-03-16 00:00:00-04:00,108.3666000366211,109.83492926027276,107.97704423696453,108.82607591260788,566400,0.0,0.0
2026-03-17 00:00:00-04:00,108.45650482177734,109.75502165191344,108.20678916743768,109.11575018646124,445300,0.0,0.0
2026-03-18 00:00:00-04:00,106.03926086425781,108.386586529591,105.89941308446329,107.89713835210296,662000,0.0,0.0
2026-03-19 00:00:00-04:00,105.52983093261719,106.52869349209162,104.50100371567316,106.0292622123544,783800,0.0,0.0
2026-03-20 00:00:00-04:00,105.47988891601562,106.19907120651322,104.94050219814243,105.58976441154813,1415300,0.0,0.0
2026-03-23 00:00:00-04:00,106.32891845703125,108.69622551206844,106.21904296371412,107.22789630202745,537900,0.0,0.0
2026-03-24 00:00:00-04:00,107.01814270019531,107.7173435003021,105.73959973959022,106.11916479954574,523500,0.0,0.0
2026-03-25 00:00:00-04:00,106.27898406982422,107.94708281276273,106.17909933217656,107.42767760456474,520700,0.0,0.0
2026-03-26 00:00:00-04:00,106.74845123291016,107.01814078792745,106.0292689252413,106.38886007907573,406100,0.0,0.0
2026-03-27 00:00:00-04:00,103.94164276123047,107.01814148829568,103.52212228591715,106.75843507088963,1209800,0.0,0.0
2026-03-30 00:00:00-04:00,105.70963287353516,106.24901960266794,104.41110841961732,104.77069957237251,657100,0.0,0.0
2026-03-31 00:00:00-04:00,106.61859130859375,107.51756916867636,105.28011908858383,106.7784129818159,751600,0.0,0.0
2026-04-01 00:00:00-04:00,106.5186996459961,107.35774813441327,104.90053960308062,104.90053960308062,649200,0.0,0.0
2026-04-02 00:00:00-04:00,107.56751251220703,107.96705144330046,106.03925400069642,106.54866842405553,519400,0.0,0.0
2026-04-06 00:00:00-04:00,107.64741516113281,107.6673966800126,105.47988522638651,105.55979606047254,419700,0.0,0.0
2026-04-07 00:00:00-04:00,107.79724884033203,108.30667089482718,107.06808341752765,107.17795891204065,501200,0.0,0.0
2026-04-08 00:00:00-04:00,109.66512298583984,109.9747679453535,108.04696287144102,108.04696287144102,681000,0.0,0.0
2026-04-09 00:00:00-04:00,110.7538833618164,111.80269214973646,109.06581073439892,109.06581073439892,642800,0.0,0.0
2026-04-10 00:00:00-04:00,109.34548950195312,110.3743167555636,108.25672531055083,110.3743167555636,525800,0.0,0.0
2026-04-13 00:00:00-04:00,110.10462951660156,110.12460341580642,108.63630025174275,109.17568697887764,764800,0.0,0.0
2026-04-14 00:00:00-04:00,110.1545639038086,110.53413656078061,108.82607484583991,109.40541697016384,676000,0.0,0.0
2026-04-15 00:00:00-04:00,110.10462951660156,110.50416846643452,109.05582072149757,109.05582072149757,536000,0.0,0.0
2026-04-16 00:00:00-04:00,109.71505737304688,110.49417655307366,109.08577671838457,109.67510957780934,507100,0.0,0.0
2026-04-17 00:00:00-04:00,111.22335052490234,111.86262198809086,109.2955453753978,109.2955453753978,785500,0.0,0.0
2026-04-20 00:00:00-04:00,110.94366455078125,112.48191381205432,110.75387822521068,111.22334484906425,520100,0.0,0.0
2026-04-21 00:00:00-04:00,111.3631820678711,112.03242575911433,110.75387531090892,110.86375079958842,477600,0.0,0.0
2026-04-22 00:00:00-04:00,110.5241470336914,111.24332931732488,109.75501857230464,111.24332931732488,552000,0.0,0.0
2026-04-23 00:00:00-04:00,112.29212951660156,112.6617114149952,110.99361273385239,111.02357739196493,531900,0.0,0.0
2026-04-24 00:00:00-04:00,110.4542236328125,111.98248212917768,110.304392724779,111.69281107250401,454700,0.0,0.0
2026-04-27 00:00:00-04:00,111.0435562133789,111.99248027973945,110.08464900768274,110.13459518722905,502800,0.0,0.0
2026-04-28 00:00:00-04:00,112.24219512939453,113.11120072980553,111.3432172490409,112.23220436941365,716000,0.0,0.0
2026-04-29 00:00:00-04:00,111.08351135253906,112.31211573153749,109.63516359795575,111.10349287259397,748800,0.0,0.0
2026-04-30 00:00:00-04:00,112.48191833496094,112.72164322588334,109.81495701388805,110.32437145450857,856200,0.0,0.0
2026-05-01 00:00:00-04:00,111.57295227050781,113.7105176803869,111.57295227050781,111.68282776901987,1100600,0.0,0.0
2026-05-04 00:00:00-04:00,105.03040313720703,109.62516953907502,102.91281169741332,108.5364129710729,1456500,0.0,0.0
2026-05-05 00:00:00-04:00,106.06922149658203,107.04810257295644,104.4810260063383,104.76070631387384,841500,0.0,0.0
2026-05-06 00:00:00-04:00,105.17024993896484,107.57750497656221,104.98046359574181,106.77841942438832,839700,0.0,0.0
2026-05-07 00:00:00-04:00,104.29124450683594,105.62971669160352,103.85174253776401,104.57092480689384,866500,0.0,0.0
2026-05-08 00:00:00-04:00,104.38114166259766,104.57092799515904,103.5021453183707,104.49101715821563,1005400,0.0,0.0
2026-05-11 00:00:00-04:00,103.6020278930664,105.2101972546013,102.76297936409674,104.81065069893559,862400,0.0,0.0
2026-05-12 00:00:00-04:00,104.27127075195312,105.21020407553246,103.37229284860238,104.10146593151943,811800,0.0,0.0
2026-05-13 00:00:00-04:00,103.96161651611328,104.78068350609108,103.2224527387623,103.80179484942663,721400,0.0,0.0
2026-05-14 00:00:00-04:00,105.08033752441406,105.43992865314146,104.08147497144162,104.60088776658853,1019700,0.0,0.0
2026-05-15 00:00:00-04:00,105.6796646118164,106.49873162723438,105.17024255932574,105.38000278782972,843000,0.0,0.0
2026-05-18 00:00:00-04:00,107.88715362548828,108.47647891282784,106.29895809830674,106.37886893680881,625500,0.0,0.0
2026-05-19 00:00:00-04:00,107.73731994628906,108.39656529523685,106.60860795907408,107.65740910983575,607100,0.0,0.0
2026-05-20 00:00:00-04:00,108.65626525878906,109.21562583935213,107.07806062566745,107.95706453308523,988100,0.0,0.0
2026-05-21 00:00:00-04:00,109.05581665039062,109.10576282761373,107.18794088471059,108.29667895675641,924400,0.0,0.0
2026-05-22 00:00:00-04:00,108.74617767333984,109.96478368503985,108.34663109572024,109.05582265115441,701300,0.0,0.0
2026-05-26 00:00:00-04:00,108.9659194946289,109.65513714065844,108.34662954784713,108.48646970490863,546300,0.0,0.0
2026-05-27 00:00:00-04:00,106.9200668334961,109.32871264393418,106.61023532874424,108.72905032443525,759400,0.063,0.0
2026-05-28 00:00:00-04:00,104.76127624511719,106.36037834993661,104.40147731839276,106.03056139625252,833400,0.0,0.0
2026-05-29 00:00:00-04:00,103.49198913574219,105.17104822031209,103.41203212573406,104.42146840800625,2566600,0.0,0.0
2026-06-01 00:00:00-04:00,103.77183532714844,104.54140061114755,102.11276161406914,102.64246348326756,1137600,0.0,0.0
2026-06-02 00:00:00-04:00,104.8712158203125,106.06055159174544,103.32208112012879,103.62191610246123,1055300,0.0,0.0
2026-06-03 00:00:00-04:00,104.40148162841797,105.69075989821923,104.32152461359604,104.71130552945216,1038700,0.0,0.0
2026-06-04 00:00:00-04:00,104.9611587524414,106.42034749146487,104.57137786157573,105.63078917724154,1123300,0.0,0.0
2026-06-05 00:00:00-04:00,107.50973510742188,107.97947301651651,105.11107814882132,105.75071898776542,751000,0.0,0.0
2026-06-08 00:00:00-04:00,105.91063690185547,107.61967804606475,105.89064383577364,106.76015920743966,662900,0.0,0.0
2026-06-09 00:00:00-04:00,106.89008331298828,107.70962364208995,106.09053604990791,106.29042095939788,799100,0.0,0.0
2026-06-10 00:00:00-04:00,107.98947143554688,109.25875660293336,107.33983405258134,107.6896364510642,656500,0.0,0.0
2026-06-11 00:00:00-04:00,107.30985260009766,108.56914124074922,107.21989905426801,108.47919532004,924500,0.0,0.0
2026-06-12 00:00:00-04:00,108.05943298339844,108.34927143789794,106.86010065873286,107.64965900889624,760300,0.0,0.0
2026-06-15 00:00:00-04:00,108.2193374633789,108.66908993656277,107.57969661829642,107.57969661829642,810600,0.0,0.0
2026-06-16 00:00:00-04:00,108.5891342163086,109.18879656256634,107.81956131142948,108.85897960333243,969100,0.0,0.0
2026-06-17 00:00:00-04:00,107.61967468261719,108.9089529002609,107.06997975935504,107.61967468261719,1022600,0.0,0.0
2026-06-18 00:00:00-04:00,107.21989440917969,107.88951720696186,106.52028963912669,107.64965380367512,1707800,0.0,0.0
2026-06-22 00:00:00-04:00,108.06941986083984,109.03887766023306,106.96004110329919,107.42977901641716,1152900,0.0,0.0
2026-06-23 00:00:00-04:00,110.51805114746094,110.60799706633763,108.07941567853355,109.08885197716468,923600,0.0,0.0
2026-06-24 00:00:00-04:00,111.8572998046875,112.24708071395537,110.28817963465207,110.91783158433131,1212800,0.0,0.0
2026-06-25 00:00:00-04:00,110.83787536621094,113.09661144967644,110.62799392318527,111.66741223039843,762700,0.0,0.0
2026-06-26 00:00:00-04:00,113.18655395507812,113.30648947252416,109.52860073673705,109.52860073673705,1184800,0.0,0.0
2026-06-29 00:00:00-04:00,113.62631225585938,114.32591705936977,112.98667139975832,113.47639476221559,814400,0.0,0.0
2026-06-30 00:00:00-04:00,113.14657592773438,114.22597271395237,112.87673054374005,113.7062597612754,755800,0.0,0.0
2026-07-01 00:00:00-04:00,114.05606842041016,115.03551511741134,113.43641302273168,113.57633397944613,770000,0.0,0.0
2026-07-02 00:00:00-04:00,116.45471954345703,116.51469111520136,113.47639327595527,114.55579006590855,644800,0.0,0.0
2026-07-06 00:00:00-04:00,116.23484802246094,116.63461782940654,115.7151350732392,116.53467537767014,606800,0.0,0.0
2026-07-07 00:00:00-04:00,116.88447570800781,119.03327269545014,116.5046913480655,116.93445074555397,1143200,0.0,0.0
2026-07-08 00:00:00-04:00,115.13545989990234,117.36421397004551,114.9455715262994,117.36421397004551,912100,0.0,0.0
2026-07-09 00:00:00-04:00,115.08549499511719,115.60520033832248,114.0960517238514,115.4752759088013,878000,0.0,0.0
2026-07-10 00:00:00-04:00,114.92557525634766,116.01496855401827,114.37588796634229,115.12546778235703,555500,0.0,0.0
2026-07-13 00:00:00-04:00,116.43473052978516,116.69458699904837,114.41586559582372,115.87504671148301,888000,0.0,0.0
2026-07-14 00:00:00-04:00,114.40587615966797,117.0943716859969,114.23597322216183,115.94501438058843,965700,0.0,0.0
2026-07-15 00:00:00-04:00,112.45696258544922,113.6263129428443,111.41755190684108,113.07661800453377,664500,0.0,0.0
2026-07-16 00:00:00-04:00,113.8261947631836,114.30592920770121,112.72681254151776,112.72681254151776,769500,0.0,0.0
2026-07-17 00:00:00-04:00,114.38587951660156,116.9044720266686,114.10603759884309,115.55522985169287,902200,0.0,0.0
2026-07-20 00:00:00-04:00,114.52580261230469,115.20542197887863,114.30593226219237,114.35589967694132,816000,0.0,0.0
2026-07-21 00:00:00-04:00,114.52580261230469,114.7656736535335,113.59633092174495,114.36589620993932,666900,0.0,0.0
2026-07-22 00:00:00-04:00,114.6357421875,114.94557371106184,113.24652147335802,113.24652147335802,772400,0.0,0.0
2026-07-23 00:00:00-04:00,115.56521606445312,115.62518763480313,113.53635458289597,115.00553224198777,445200,0.0,0.0
2026-07-24 00:00:00-04:00,117.83395385742188,118.19375279516403,114.3958785079393,114.3958785079393,641200,0.0,0.0
2026-07-27 00:00:00-04:00,118.47359466552734,118.95332149888692,117.13434137006406,118.95332149888692,734400,0.0,0.0
2026-07-28 00:00:00-04:00,119.3331069946289,120.94220559296402,118.6634841959757,119.29312848984243,864100,0.0,0.0
2026-07-29 00:00:00-04:00,118.87336730957031,120.11267047500931,118.38363633784535,120.11267047500931,1243700,0.0,0.0
2026-07-30 00:00:00-04:00,116.3048095703125,118.2637106178101,115.46527619274474,117.5740947317852,755300,0.0,0.0
2026-07-31 00:00:00-04:00,115.94500732421875,117.14433197201589,114.94556757601441,115.61519037728249,840000,0.0,0.0
2026-08-03 00:00:00-04:00,116.18487548828125,117.59408925103564,115.28537815302529,116.09492956731589,794600,0.0,0.0
2026-08-04 00:00:00-04:00,115.91503143310547,116.18487682422482,113.9361372727882,115.43529697374595,615900,0.0,0.0
2026-08-05 00:00:00-04:00,115.67515563964844,116.94444840439216,114.22597103829435,116.94444840439216,668100,0.0,0.0
2026-08-06 00:00:00-04:00,115.91503143310547,116.83451421966394,114.8955985663867,116.7345717646242,789400,0.0,0.0
2026-08-07 00:00:00-04:00,115.46527862548828,115.69515313404662,114.17600037124848,115.14545819518139,453000,0.0,0.0
2026-08-10 00:00:00-04:00,113.73625183105469,115.37533248643037,113.1565749193651,113.1565749193651,908600,0.0,0.0
2026-08-11 00:00:00-04:00,113.08660888671875,113.91614570667429,112.27705750664833,113.38643623571656,517400,0.0,0.0
2026-08-12 00:00:00-04:00,113.06661987304688,114.30593069369516,111.68739571794912,114.30593069369516,485300,0.0,0.0
2026-08-13 00:00:00-04:00,112.65685272216797,113.8062099890965,112.43697475152352,113.78621692351773,520200,0.0,0.0
2026-08-14 00:00:00-04:00,112.9666748046875,113.22653127721054,112.09716709393463,112.39699444673485,710700,0.0,0.0
2026-08-17 00:00:00-04:00,112.3170394897461,114.04607366047966,112.27706098361764,112.53691746089237,798700,0.0,0.0
2026-08-18 00:00:00-04:00,112.38700103759766,113.99609970524277,112.38700103759766,113.53635831807566,605200,0.0,0.0
2026-08-19 00:00:00-04:00,111.19000244140625,113.62999725341797,111.12999725341797,112.79000091552734,498100,0.063,0.0
2026-08-20 00:00:00-04:00,110.69999694824219,111.97000122070312,110.12999725341797,111.97000122070312,540300,0.0,0.0
